access	author	category	consortium	filename	id	mr	ncase	ncontrol	note	nsnp	path	pmid	population	priority	sample_size	sd	sex	subcategory	trait	unit	year
public	Evans	Risk factor	NA	Se_QIMR_autosomes.txt.tab	1077	1	NA	NA	Effect allele frequencies are missing	2543617	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/	23720494	European	1	2603	NA	Males and females	Metal	Selenium	SD	2013
public	Evans	Risk factor	NA	Se_QIMR_ChrX.txt.tab	1078	1	NA	NA	Effect allele frequencies are missing	13771	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/	23720494	European	1	2603	NA	Males and females	Metal	Selenium	SD	2013
public	Evans	Risk factor	NA	Zn_autosomes.txt.tab	1079	1	NA	NA	Effect allele frequencies are missing	2543610	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/	23720494	European	1	2603	NA	Males and females	Metal	Zinc	SD	2013
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_MEN_N.txt.tab	108	1	NA	NA	NA	2743340	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	7	60586	0.07416015	Males	Anthropometric	Waist-to-hip ratio	SD (ratio)	2013
public	Evans	Risk factor	NA	Zn_ChrX.txt.tab	1080	1	NA	NA	Effect allele frequencies are missing	13771	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Evans_blood_metal/	23720494	European	1	2603	NA	Males and females	Metal	Zinc	SD	2013
public	Feehally J	Disease	NA	GNEPH_for_MRBase.csv.gz.tab	1081	1	977	4980	NA	278077	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Fee20595	20595679	European	1	5957	NA	Males and females	Kidney	IgA nephropathy	log odds	2010
public	Horikoshi	Risk factor	NA	BW3_EUR_summary_stats.txt.gz.tab	1083	1	NA	NA	BW Z-score transformed	16245524	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/EGG_birth_weight_27680694/	27680694	European	1	143677	NA	Males and females	Anthropometric	Birth weight	SD	2016
public	Horikoshi	Risk factor	NA	BW3_Transethnic_summary_stats.txt.gz.tab	1084	1	NA	NA	BW Z-score transformed	22434434	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/EGG_birth_weight_27680694/	27680694	Mixed	1	153781	NA	Males and females	Anthropometric	Birth weight	SD	2016
public	van Rheenen	Disease	Project MinE	als.sumstats.lmm.txt.tab	1085	1	12577	23475	Results from linear mixed model	7740345	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/MinE_27455348/	27455348	European	1	36052	NA	Males and females	Psychiatric / neurological	Amyotrophic lateral sclerosis	log odds	2016
public	van Rheenen	Disease	Project MinE	als.sumstats.meta.txt.tab	1086	1	12577	23475	Results from fixed effects meta-analysis	8709432	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/MinE_27455348/	27455348	European	1	36052	NA	Males and females	Psychiatric / neurological	Amyotrophic lateral sclerosis	log odds	2016
public	Jones	Risk factor	UK Biobank	Chronotype_SIN_BOLT.output_plus.metrics_MAF0.001_HWE1E-5_qual0.4.txt.gz.tab	1087	1	NA	NA	Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR	17032431	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/	27494321	European	1	128266	NA	Males and females	Sleeping	Chronotype	SD	2016
public	Jones	Risk factor	UK Biobank	Sleep_Duration_SIN_BOLT.output_plus.metrics_MAF0.001_HWE1E-5_qual0.4.txt.gz.tab	1088	1	NA	NA	Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR	16761226	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/	27494321	European	1	128266	NA	Males and females	Sleeping	Sleep duration	SD	2016
public	Wood	Risk factor	UK Biobank	bmi_dom_dev.txt.gz.tab	1089	0	NA	NA	Dominance model? If so then not necessarily of value for MR; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR	8654252	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/	26961502	European	1	120286	NA	Males and females	Anthropometric	Body mass index	NA	2016
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_WOMEN_N.txt.tab	109	1	NA	NA	NA	2738303	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	8	73137	0.07703981	Females	Anthropometric	Waist-to-hip ratio	SD (ratio)	2013
public	Wood	Disease	UK Biobank	t2d_dom_dev.txt.csv.tab	1090	0	4040	116246	Dominance model? If so then not necessarily of value for MR; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR	8404296	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/	26961502	European	1	120286	NA	Males and females	Diabetes	Type 2 diabetes	log odds	2016
public	Pilling	Risk factor	UK Biobank	results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_fathers_age_death.tab	1092	1	NA	NA	Fathers age at death; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR	9583643	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/	27015805	European	1	75244	NA	Males and females	Aging	Fathers age at death	SD	2016
public	Pilling	Risk factor	UK Biobank	results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_mothers_age_death.tab	1093	1	NA	NA	Mothers age at death; Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR	9583643	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/	27015805	European	1	75244	NA	Males and females	Aging	Mothers age at death	SD	2016
public	Pilling	Risk factor	UK Biobank	results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_parents_age_death.tab	1094	1	NA	NA	Combined parents age at death (z-scored); Results from interim Biobank release enriched for smokers; could lead to bias through collider issues in MR	9583643	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/Jones_morningness_sleep_duration/	27015805	European	1	75244	NA	Males and females	Aging	Parents age at death	SD	2016
public	Perry JR	Risk factor	ReproGen	Menarche_Nature2014_GWASMetaResults_17122014.txt.tab	1095	1	NA	NA	NA	2441816	/projects/MRC-IEU/publicdata/GWAS_summary_data/Menarche/	25231870	European	1	182416	NA	Females	Reproductive aging	Age at menarche	years	2014
public	Bradfield JP	Risk factor	EGG	EGG_Obesity_Meta_Analysis_1.txt.gz.tab	1096	1	5530	8318	Effect allele frequencies are missing	2442739	/projects/MRC-IEU/publicdata/GWAS_summary_data/EGG	22484627	European	1	13848	NA	Males and females	Anthropometric	Childhood obesity	log odds	2012
public	Teumer	Risk factor	CKDGen	formatted_MA_overall_2GC_b36_MAFget005_Nget50.csv.tab	1097	1	NA	NA	NA	2191461	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26631737	European	1	54116	NA	Males and females	Kidney	Microalbuminuria	log odds	2015
public	Pattaro	Risk factor	CKDGen	formatted_AA_eGFRcrea_overall_2GC_b36_MAFget005_Nget50.csv.tab	1099	1	NA	NA	NA	2453513	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26831199	African American	1	16474	0.24	Males and females	Kidney	Serum creatinine (eGFRcrea)	log ml/min/1.73 m^2	2015
public	Liu	Disease	IIBDGC	CD_trans_ethnic_association_summ_stats_b37.txt.gz.EAS.tab	11	1	1690	3719	NA	154590	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	26192919	East Asian	1	5409	NA	Males and females	Autoimmune / inflammatory	Crohns disease	log odds	2015
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_MEN_N.txt.tab	110	1	NA	NA	Adjusted for BMI	2742745	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	15	60586	0.07416015	Males	Anthropometric	Waist-to-hip ratio	SD (ratio)	2013
public	Teumer	Risk factor	CKDGen	formatted_Round3_UACR_DM_2GC_b36_MAFget005_Nget50_2014_03_17.csv.tab	1100	1	NA	NA	In subjects with diabetes mellitus	2191488	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26631737	European	3	5825	0.96	Males and females	Kidney	Urinary albumin-to-creatinine ratio	log mg/g	2015
public	Teumer	Risk factor	CKDGen	formatted_Round3_UACR_noDM_2GC_b36_MAFget005_Nget50_2014_09_29.csv.tab	1101	1	NA	NA	Subjects with diabetes mellitus excluded	2188462	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26631737	European	2	46061	0.96	Males and females	Kidney	Urinary albumin-to-creatinine ratio	log mg/g	2015
public	Pattaro	Disease	CKDGen	formatted_round3meta_CKD_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab	1102	1	12385	104780	NA	2191877	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26831199	Mixed	1	117165	NA	Males and females	Kidney	Chronic kidney disease	log odds	2015
public	Pattaro	Risk factor	CKDGen	formatted_round3meta_eGFRcrea_DM_IV_2GC_b36_MAFget005_Nget50_20140331.csv.tab	1103	1	NA	NA	In subjects with diabetes mellitus	2197064	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26831199	Mixed	3	11529	0.24	Males and females	Kidney	Serum creatinine (eGFRcrea)	log ml/min/1.73 m^2	2015
public	Pattaro	Risk factor	CKDGen	formatted_round3meta_eGFRcrea_nonDM_IV_2GC_b36_MAFget005_Nget50_20120627_b37.csv.tab	1104	1	NA	NA	Subjects with diabetes mellitus excluded	2198288	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26831199	Mixed	2	118460	0.24	Males and females	Kidney	Serum creatinine (eGFRcrea)	log ml/min/1.73 m^2	2015
public	Pattaro	Risk factor	CKDGen	formatted_round3meta_eGFRcrea_overall_IV_2GC_b36_MAFget005_Nget50_20120705_b37.csv.tab	1105	1	NA	NA	NA	2198208	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26831199	Mixed	1	133814	0.24	Males and females	Kidney	Serum creatinine (eGFRcrea)	log ml/min/1.73 m^2	2015
public	Pattaro	Risk factor	CKDGen	formatted_round3meta_eGFRcys_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab	1106	1	NA	NA	NA	2197556	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26831199	Mixed	1	33152	0.23	Males and females	Kidney	Serum cystatin C (eGFRcys)	log ml/min/1.73 m^2	2015
public	Teumer	Risk factor	CKDGen	formatted_round3meta_UACR_overall_IV_2GC_b36_MAFget005_Nget50_20140505.csv.tab	1107	1	NA	NA	NA	2190189	/projects/MRC-IEU/publicdata/GWAS_summary_data/CKDGEN	26631737	European	1	54450	0.96	Males and females	Kidney	Urinary albumin-to-creatinine ratio	log mg/g	2015
public	Malik	Disease	ISGC	metastroke.all.chr.bp.tab	1108	1	10307	19326	NA	2421920	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/ISGC_stroke/	26935894	Mixed	1	29633	NA	Males and females	Cardiovascular	Ischemic stroke	NA	2016
public	Malik	Disease	ISGC	metastroke.ce.chr.bp.tab	1109	1	1859	19326	NA	2421920	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/ISGC_stroke/	26935894	Mixed	1	21185	NA	Males and females	Cardiovascular	Cardioembolic stroke	NA	2016
public	Randall JC	Risk factor	GIANT	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_WOMEN_N.txt.tab	111	1	NA	NA	Adjusted for BMI	2737356	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	23754948	European	16	73137	0.07703981	Females	Anthropometric	Waist-to-hip ratio	SD (ratio)	2013
public	Malik	Disease	ISGC	metastroke.lvd.chr.bp.tab	1110	1	1817	19326	NA	2421920	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/ISGC_stroke/	26935894	Mixed	1	21143	NA	Males and females	Cardiovascular	Large vessel disease	NA	2016
public	Malik	Disease	ISGC	metastroke.svd.chr.bp.tab	1111	1	1349	19326	NA	2421920	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/ISGC_stroke/	26935894	Mixed	1	20675	NA	Males and females	Cardiovascular	Small vessel disease	NA	2016
public	Ji	Disease	IPSCSG	ipscsg2016.result.combined.full.txt.tab.all_pos	1112	1	2871	12019	NA	7891603	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/ISGC_stroke/	27992413	Mixed	1	14890	NA	Males and females	Autoimmune / inflammatory	Primary sclerosing cholangitis 	NA	2017
public	Heid IM	Risk factor	GIANT	GIANT_WHRadjBMI_Heid2010_publicrelease_HapMapCeuFreq.txt.tab.all_pos.all_neg	112	1	NA	NA	Adjusted for BMI	2483326	/projects/MRC-IEU/publicdata/GWAS_summary_data/GIANT_2010_2012_2013	20935629	European	17	77221	0.076079409	Males and females	Anthropometric	Waist-to-hip ratio	SD	2010
public	Phelan	Disease	OCAC	Ovarian_overall.txt.tab	1120	1	25509	40941	NA	0	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/OvarianCancer_Phelan_28346442	28346442	European	1	66450	NA	Females	Cancer	Ovarian cancer	log odds	2017
public	Phelan	Disease	OCAC	Ovarian_serous_hg.txt.tab	1121	1	13037	40941	NA	0	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/OvarianCancer_Phelan_28346444	28346442	European	1	53978	NA	Females	Cancer	High grade serous ovarian cancer	log odds	2017
public	Phelan	Disease	OCAC	Ovarian_serouslowgrade.txt.tab	1122	1	1012	40941	NA	0	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/OvarianCancer_Phelan_28346447	28346442	European	1	41953	NA	Females	Cancer	Low grade serous ovarian cancer	log odds	2017
public	Phelan	Disease	OCAC	Ovarian_mucinous.txt.tab	1123	1	1417	40941	NA	0	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/OvarianCancer_Phelan_28346449	28346442	European	1	42358	NA	Females	Cancer	Invasive mucinous ovarian cancer	log odds	2017
public	Phelan	Disease	OCAC	Ovarian_clearcell.txt.tab	1124	1	1366	40941	NA	0	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/OvarianCancer_Phelan_28346452	28346442	European	1	42307	NA	Females	Cancer	Clear cell ovarian cancer	log odds	2017
public	Phelan	Disease	OCAC	Ovarian_endometrioid.txt.tab	1125	1	2810	40941	NA	0	/projects/MRC-IEU/research/data/evidencehub/summary/gwas/raw/OvarianCancer_Phelan_28346453	28346442	European	1	43751	NA	Females	Cancer	Endometrioid ovarian cancer	log odds	2017
public	de Moor MH	Risk factor	GPC	GPC-1.NEO-AGREEABLENESS.full.txt.tab	113	1	NA	NA	Effect allele frequencies are missing	2305462	/projects/MRC-IEU/publicdata/GWAS_summary_data/GPC	21173776	European	1	17375	5.36	Males and females	Personality	Neo-agreeableness	arbitrary score	2012
public	de Moor MH	Risk factor	GPC	GPC-1.NEO-CONSCIENTIOUSNESS.full.txt.tab	114	1	NA	NA	Effect allele frequencies are missing	2305683	/projects/MRC-IEU/publicdata/GWAS_summary_data/GPC	21173776	European	1	17375	6.24	Males and females	Personality	Neo-conscientiousness	arbitrary score	2012
public	de Moor MH	Risk factor	GPC	GPC-1.NEO-EXTRAVERSION.full.txt.tab	115	1	NA	NA	Effect allele frequencies are missing	2305823	/projects/MRC-IEU/publicdata/GWAS_summary_data/GPC	21173776	European	1	17375	6.49	Males and females	Personality	Neo-extraversion	arbitrary score	2012
public	de Moor MH	Risk factor	GPC	GPC-1.NEO-NEUROTICISM.full.txt.tab	116	1	NA	NA	Effect allele frequencies are missing	2305739	/projects/MRC-IEU/publicdata/GWAS_summary_data/GPC	21173776	European	1	17375	8.2	Males and females	Personality	Neo-neuroticism	arbitrary score	2012
public	de Moor MH	Risk factor	GPC	GPC-1.NEO-OPENNESS.full.txt.tab	117	1	NA	NA	Effect allele frequencies are missing	2305641	/projects/MRC-IEU/publicdata/GWAS_summary_data/GPC	21173776	European	1	17375	5.92	Males and females	Personality	Neo-openness to experience	arbitrary score	2012
public	de Moor	Risk factor	GPC	GPC-2.NEUROTICISM.full.txt.tab	118	1	NA	NA	Effect allele frequencies are missing	6949615	/projects/MRC-IEU/publicdata/GWAS_summary_data/GPC	25993607	European	1	160958	NA	Males and females	Psychiatric / neurological	Neuroticism	arbitrary score	2014
public	Roederer	Immune system	NA	GWA_Lin_1.txt.gz.tab	119	1	NA	NA	Female twins	1624017	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	9.637865434	Females	Immune cell subset frequency	Lymph:%CD4	%	2015
public	Liu	Disease	IIBDGC	CD_trans_ethnic_association_summ_stats_b37.txt.gz.Euro.tab	12	1	17897	33977	NA	124888	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	26192919	European	1	51874	NA	Males and females	Autoimmune / inflammatory	Crohns disease	log odds	2015
public	Roederer	Immune system	NA	GWA_Lin_10.txt.gz.tab	120	1	NA	NA	Female twins	1627217	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	1.502749862	Females	Immune cell subset frequency	NK:%Term	%	2015
public	Roederer	Immune system	NA	GWA_Lin_11.txt.gz.tab	121	1	NA	NA	Female twins	1626106	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	14.36011833	Females	Immune cell subset frequency	NK:%Eff	%	2015
public	Roederer	Immune system	NA	GWA_Lin_14.txt.gz.tab	122	1	NA	NA	Female twins	1625048	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	21.7368913	Females	Immune cell subset frequency	NKT:%4-8-	%	2015
public	Roederer	Immune system	NA	GWA_Lin_16.txt.gz.tab	123	1	NA	NA	Female twins	1626158	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	15.12939227	Females	Immune cell subset frequency	NKT:%4+R5-	%	2015
public	Roederer	Immune system	NA	GWA_Lin_19.txt.gz.tab	124	1	NA	NA	Female twins	1628933	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	0.138798058	Females	Immune cell subset frequency	T:%NKT	%	2015
public	Roederer	Immune system	NA	GWA_Lin_2.txt.gz.tab	125	1	NA	NA	Female twins	1625265	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	8.530511528	Females	Immune cell subset frequency	Lymph:%CD8	%	2015
public	Roederer	Immune system	NA	GWA_Lin_20.txt.gz.tab	126	1	NA	NA	Female twins	1626690	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	1.009119355	Females	Immune cell subset frequency	T:%Vd1	%	2015
public	Roederer	Immune system	NA	GWA_Lin_23.txt.gz.tab	127	1	NA	NA	Female twins	1625291	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	14.79515027	Females	Immune cell subset frequency	T:%Vg9+Vd2-low	%	2015
public	Roederer	Immune system	NA	GWA_Lin_26.txt.gz.tab	128	1	NA	NA	Female twins	1626073	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	2.811098034	Females	Immune cell subset frequency	B:%Mature	%	2015
public	Roederer	Immune system	NA	GWA_Lin_27.txt.gz.tab	129	1	NA	NA	Female twins	1624218	/projects/MRC-IEU/publicdata/GWAS_summary_data/ImmuneCellScience/2-GWASResults	25772697	European	1	497	10.66153861	Females	Immune cell subset frequency	Mature B:%Memory	%	2015
public	Liu	Disease	IIBDGC	CD_trans_ethnic_association_summ_stats_b37.txt.gz.IND.tab	13	1	184	990	NA	154590	/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD	26192919	Indian	1	1174	NA	Males and females	Autoimmune / inflammatory	Crohns disease	log odds	2015
